dcterms:identifier,AI Title,Subjects,subj,wikidata,Description,xml,ARK ID(2),thumbnail,dcterms:title,Title,Type,HebrewDate,Hebrew Date,dcterms:date,unixtime,date written,hasFormat,Link,Ark,Collection,Collection uri,Duplicate,Refers to the Occident,dcterms:identifier 2,dcterms:identifier 2 1,dcterms:creator,dcterms:creator 1,dcterms:creator 2,dcterms:creator 3,dcterms:creator 4,dcterms:creator 5,dcterms:creator 6,dcterms:creator 7,dcterms:creator 8,dcterms:creator 9,dcterms:creator 10,dcterms:creator 11,dcterms:creator 12,dcterms:creator 13,"dcterms:creator,uri",dcterms:source,fromLocation,fromLocationwikidata,dcterms:spatialcoverage,Getty Thesaurus of Geographic Names ID,author latitude,author longitude,toLocation,recipient latitude,recipient longitude,dcterms:contributor,dcterms:contributor 1,dcterms:contributor 2,dcterms:contributor 3,dcterms:format,dcterms:language,Column,bookseller_editor,agent,correspondent,Religious Leader,Christian,Postmaster,URL 2,filepath,Wikibase editing results
LSDCBx1FF8_65,"Letter from Thomas J. Moise to Isaac Leeser, November 5, 1851","The Occident|Subscriptions|Chattanooga, Tennessee",The Occident,The Occident,"Letter from Thomas J. Moise in Charleston, South Carolina, to Reverend I. Leeser in Philadelphia, Pennsylvania.  Moise writes about the status of subscriptions to *The Occident*, mentioning Mr. Lazarus, Mr. Hyams, and Mr. S. L. Barnett. He also shares news of his well-being and anticipates a lively winter.",https://raw.githubusercontent.com/judaicadh/leeser/main/TEI/LSDCBx1FF8_65.xml,ark:/81431/p33f4m75x,"https://iiif-images.library.upenn.edu/iiif/2/522b29a2-d349-4352-9535-96cf26616931%2Faccess/full/!600,600/0/default.jpg","Letter from Thomas J. Moïse to Isaac Leeser;November 05, 1851","Letter to Isaac Leeser from Moïse, Thomas J.;November 05, 1851",Letter,י׳ בְּחֶשְׁוָן תרי״ב,,1851-11-05,-3728678400,"November 05, 1851",https://colenda.library.upenn.edu/items/ark:/81431/p33f4m75x/manifest,https://colenda.library.upenn.edu/catalog/81431-p33f4m75x,ark:/81431/p33f4m75x,The Dropsie College Isaac Leeser Collection at the Penn Libraries,http://www.wikidata.org/wiki/Q124516100,,,ilcajs_b1f8_0058,,Thomas J. Moïse,Thomas J. Moïse,,,,,,,,,,,,,,http://leeser.library.upenn.edu/documentDisplay.php?id=LSDCBx1FF8_65,Charleston,Q47716,Charleston,7013582,32.77657,-79.93092,Philadelphia,39.95233,-75.16379,Isaac Leeser,Isaac Leeser,,,Letter. 1 page(s).,English,English,,TRUE,,,,,,,
LSDCBx2FF3_36,Request to Publish in *The Occident*,"The Occident|Richmond, VA|Philadelphia, PA",The Occident,The Occident,"One-page letter from G. J. to Isaac Leeser, written in Richmond, VA on December 11, 1856. The author requests that Leeser publish the enclosed text in the next issue of *The Occident*.  The letter also mentions that the Reverend H. S. J. sends his kind regards.",https://raw.githubusercontent.com/judaicadh/leeser/main/TEI/LSDCBx2FF3_36.xml,ark:/81431/p3gt5g193,"https://iiif-images.library.upenn.edu/iiif/2/5eaaad13-35d3-4828-b8fc-7c76415cdf37%2Faccess/full/!600,600/0/default.jpg","Letter from G. J. to Isaac Leeser;December 11, 1856","Letter to Isaac Leeser from J., G.;December 11, 1856",Letter,י״ד בְּכִסְלֵו תרי״ז,,1856-12-11,-3567715200,"December 11, 1856",https://colenda.library.upenn.edu/items/ark:/81431/p3gt5g193/manifest,https://colenda.library.upenn.edu/catalog/81431-p3gt5g193,ark:/81431/p3gt5g193,The Dropsie College Isaac Leeser Collection at the Penn Libraries,http://www.wikidata.org/wiki/Q124516100,,,ilcajs_b2f3_0037,,G. J.,"Jacobs, G.",,,,,,,,,,,,,,http://leeser.library.upenn.edu/documentDisplay.php?id=LSDCBx2FF3_36,Richmond,Q43421,Richmond,7013964,37.55376,-77.46026,Philadelphia,39.95233,-75.16379,Isaac Leeser,Isaac Leeser,,,Letter. 1 page(s) on 1 sheet(s).,English,English,,,,,,,,,
LSKAP0003,"Letter from B & G Myer to Isaac Leeser, December 13, 1848",Occident (periodical)|Congregational leadership|Jewish periodicals,Occident (periodical),The Occident and American Jewish Advocate,Letter from B & G Myer to Isaac Leeser regarding the subscription to *The Occident*.  The writers inform Leeser that B & G Myer is now President of their congregation and requests that the subscription be stopped and an account be sent so they can remit payment.,https://raw.githubusercontent.com/judaicadh/leeser/main/TEI/LSKAP0003.xml,ark:/81431/p39x84,"https://iiif-images.library.upenn.edu/iiif/2/7bc1e464-ef7c-4fb6-8511-be0ac830ba89%2Faccess/full/!600,600/0/default.jpg","Letter from Jacob Myer and G. Myer to Isaac Leeser;December 13, 1848","Letter to Isaac Leeser from Myer, Jacob|Myer, G.;December 13, 1848",Letter,י״ח בְּכִסְלֵו תר״ט,,1848-12-13,-3820003200,"December 13, 1848",https://colenda.library.upenn.edu/items/ark:/81431/p39x84/manifest,https://colenda.library.upenn.edu/catalog/81431-p39x84,ark:/81431/p39x84,Arnold and Deanne Kaplan Isaac Leeser Collection,http://www.wikidata.org/wiki/Q124370244,,,LSKAP0003,,Jacob Myer|G. Myer,Jacob Myer,G. Myer,,,,,,,,,,,,,http://leeser.library.upenn.edu/documentDisplay.php?id=LSKAP0003,Montgomery,Q29364,Montgomery,7013928,32.36681,-86.29997,Philadelphia,39.95233,-75.16379,Isaac Leeser,Isaac Leeser,,,Letter. 2 page(s) on 1 sheet(s).,English,English,,,,,,,LSKAP0003R.jpg|LSKAP0003V.jpg,,https://www.wikidata.org/w/index.php?diff=prev&oldid=2401506769
LSDCBx2FF10_16,"Letter from Moses Myer to the Editors of the Occident, April 7, 1863",Advertisements|Occident (Philadelphia)|Indianapolis Hebrew Congregation,Advertising,Advertisements,"Letter from Moses Myer, President of the Indianapolis Hebrew Congregation, to the editors of the Occident.  Myer requests that an enclosed advertisement be inserted in the Occident for one month, with the bill sent to him. He also requests a copy of the paper containing the advertisement.",https://raw.githubusercontent.com/judaicadh/leeser/main/TEI/LSDCBx2FF10_16.xml,ark:/81431/p36d5px46,"https://iiif-images.library.upenn.edu/iiif/2/f1f4e92a-d48c-4afc-b3a8-97a6f3e3ae26%2Faccess/full/!600,600/0/default.jpg","Letter from Moses Myer to Isaac Leeser;April 07, 1863","Letter to Isaac Leeser from Myer, Moses;April 07, 1863",Letter,י״ח בְּנִיסָן תרכ״ג,,1863-04-07,-3368304000,"April 07, 1863",https://colenda.library.upenn.edu/items/ark:/81431/p36d5px46/manifest,https://colenda.library.upenn.edu/catalog/81431-p36d5px46,ark:/81431/p36d5px46,The Dropsie College Isaac Leeser Collection at the Penn Libraries,http://www.wikidata.org/wiki/Q124516100,,,ilcajs_b2f10_0016,,Moses Myer,"Myer, Moses",,,,,,,,,,,,,https://www.wikidata.org/wiki/Q104783210,http://leeser.library.upenn.edu/documentDisplay.php?id=LSDCBx2FF10_16,Indianapolis,Q6346,Indianapolis,7012924,39.76838,-86.15804,Philadelphia,39.95233,-75.16379,Isaac Leeser,Isaac Leeser,,,Letter. 1 page(s) on 1 sheet(s).,English,English,,,,,,,,,
LSDCBx2FF1_4,"Letter from Henry S. Jacobs to Isaac Leeser, January 13, 1854","Jewish Community of Kingston, Jamaica|Occident (Philadelphia)|Rabbinical positions in the United States","Jewish Community of Kingston, Jamaica","Jewish Community of Kingston, Jamaica","Letter from Henry S. Jacobs to Isaac Leeser, written from New York City on January 13, 1854. Jacobs informs Leeser that he has left his clerical position in Jamaica and is seeking similar work in the United States. He encloses a copy of an address given by the Jewish community of Kingston, Jamaica, and requests that Leeser publish it in the Occident, along with any remarks that might assist his job search.  He is applying for a ministerial position in Richmond, Virginia, and asks for Leeser's support.  Jacobs also mentions issues with the Occident's circulation in Jamaica and the cost of his subscription.",https://raw.githubusercontent.com/judaicadh/leeser/main/TEI/LSDCBx2FF1_4.xml,ark:/81431/p3xd0rh9p,"https://iiif-images.library.upenn.edu/iiif/2/e7703773-f79e-42e4-9acc-7a128633bcd2%2Faccess/full/!600,600/0/default.jpg","Letter from Henry S. Jacobs to Isaac Leeser;January 13, 1854","Letter to Isaac Leeser from Jacobs, Henry S.;January 13, 1854",Letter,י״ג בְּטֵבֵת תרי״ד,13 January 5614,1854-01-13,-3659558400,"January 13, 1854",https://colenda.library.upenn.edu/items/ark:/81431/p3xd0rh9p/manifest,https://colenda.library.upenn.edu/catalog/81431-p3xd0rh9p,ark:/81431/p3xd0rh9p,The Dropsie College Isaac Leeser Collection at the Penn Libraries,http://www.wikidata.org/wiki/Q124516100,,,ilcajs_b2f1_0004,,Henry S. Jacobs,Henry S. Jacobs,,,,,,,,,,,,,,http://leeser.library.upenn.edu/documentDisplay.php?id=LSDCBx2FF1_4,New York City,Q60,New York City,7007567,40.71427,-74.00597,Philadelphia,39.95233,-75.16379,Isaac Leeser,Isaac Leeser,,,Letter. 3 page(s).,English,English,,,,,,,ilcajs_b2f1_0004_1r.jpg|ilcajs_b2f1_0004_1v.jpg|ilcajs_b2f1_0004_2v.jpg,,
LSDCBx2FF8_11,"Request to Publish Writings and Opinion on ""Occident"" Journal",Jewish periodicals|American Jewish community|American Judaism,Jewish periodicals,Jewish periodicals,"A four-page letter written in English and Hebrew from A. Lowentrit in Cleveland to Reverend Isaac Leeser in Philadelphia.  The writer asks Leeser to publish or comment on the writings of Mrs. Levy in his paper. The letter also mentions a monthly journal called ""Occident"" and expresses a desire to publish in Hebrew to help improve the habits of the Jewish community in the United States. The letter is dated October 14, 1861 (Hebrew date: 14 October 5612).",https://raw.githubusercontent.com/judaicadh/leeser/main/TEI/LSDCBx2FF8_11.xml,ark:/81431/p3513vg33,"https://iiif-images.library.upenn.edu/iiif/2/2ac3dffc-6c53-4e53-af26-98bd8f518cdd%2Faccess/full/!600,600/0/default.jpg","Letter from A. Lowentrit to Isaac Leeser;October 14, 1861","Letter to Isaac Leeser from Lowentrit, A.;October 14, 1861",Letter,י׳ בְּחֶשְׁוָן תרכ״ב,14 October 5612,1861-10-14,-3414960000,"October 14, 1861",https://colenda.library.upenn.edu/items/ark:/81431/p3513vg33/manifest,https://colenda.library.upenn.edu/catalog/81431-p3513vg33,ark:/81431/p3513vg33,The Dropsie College Isaac Leeser Collection at the Penn Libraries,http://www.wikidata.org/wiki/Q124516100,,,ilcajs_b2f8_0011,,A. Lowentrit,"Lowentrit, A.",,,,,,,,,,,,,,http://leeser.library.upenn.edu/documentDisplay.php?id=LSDCBx2FF8_11,Cleveland,Q37320,Cleveland,7013608,41.4995,-81.69541,Philadelphia,39.95233,-75.16379,Isaac Leeser,Isaac Leeser,,,Letter. 4 page(s) on 4 sheet(s).,English | Hebrew,English | Hebrew,,,,,,,,,
LSTCAT_item148,"Letter from D. Solomon to Isaac Leeser, May 10, 1858","Synagogue dedication|Mobile, Alabama|Occident (journal)",Synagogue dedication,Synagogue dedication,"Letter from D. Solomon to Isaac Leeser regarding an invitation to the dedication of a new synagogue in Mobile, and a request to change the delivery address for the Occident journal. Solomon also asks for the outstanding balance for the journal.",https://raw.githubusercontent.com/judaicadh/leeser/main/TEI/LSTCAT_item148.xml,ark:/81431/p37p8v06b,"https://iiif-images.library.upenn.edu/iiif/2/b7680490-8f8b-484b-bcfe-78e069eb2911%2Faccess/full/!600,600/0/default.jpg","Letter from D. Solomon to Isaac Leeser;May 10, 1858","Letter to Isaac Leeser from Solomon, D.;May 10, 1858",Letter,כ״ו בְּאִיָיר תרי״ח,,1858-05-10,-3523219200,"May 10, 1858",https://colenda.library.upenn.edu/items/ark:/81431/p37p8v06b/manifest,https://colenda.library.upenn.edu/catalog/81431-p37p8v06b,ark:/81431/p37p8v06b,The Jesselson Family Collection of Isaac Leeser Material,http://www.wikidata.org/wiki/Q125097480,,,il_tcat_item148,,D. Solomon,"Solomon, D.",,,,,,,,,,,,,,http://leeser.library.upenn.edu/documentDisplay.php?id=LSTCAT_item148,Philadelphia,Q1345,Philadelphia,7014406,39.95233,-75.16379,Philadelphia,39.95233,-75.16379,Isaac Leeser,Isaac Leeser,,,Letter. 1 page(s) on 4 sheet(s).,English,English,,,,,,,il_tcat_item148_wk1_body0001.jpg|il_tcat_item148_wk1_body0002.jpg|il_tcat_item148_wk1_body0003.jpg|il_tcat_item148_wk1_body0004.jpg,,
LSDCBx1FF5_1,"News from London: Jewish Community Affairs, Freemasonry, and Politics (January 3, 1847)",Freemasonry|Jewish emancipation in Great Britain|Portraiture,Freemasonry,Freemasonry,"Letter from O. in London to Isaac Leeser in Philadelphia, dated January 3, 1847 (also given as January 5607).  The letter discusses several topics including Sir Moses Montefiore's portrait, the conferral of a baronetcy on Baron Anthony de Rothschild,  the potential candidacy of Baron Lionel de Rothschild,  the election of B. Phillips as a Common Councilman, the West London Synagogue's registration as a place of worship, and the exclusion of Jewish Freemasons from Prussian Lodges.  The letter also mentions the Hebrew Philanthropic Society anniversary and upcoming events at various Jewish institutions in London.",https://raw.githubusercontent.com/judaicadh/leeser/main/TEI/LSDCBx1FF5_1.xml,ark:/81431/p35m62x2x,"https://iiif-images.library.upenn.edu/iiif/2/2f47f4bf-0393-4ebf-9b87-36999f0180e8%2Faccess/full/!600,600/0/default.jpg","Letter from O. to Isaac Leeser;January 03, 1847","Letter to Isaac Leeser from O.;January 03, 1847",Letter,ט״ו בְּטֵבֵת תר״ז,January 5607,1847-01-03,-3881347200,"January 03, 1847",https://colenda.library.upenn.edu/items/ark:/81431/p35m62x2x/manifest,https://colenda.library.upenn.edu/catalog/81431-p35m62x2x,ark:/81431/p35m62x2x,The Dropsie College Isaac Leeser Collection at the Penn Libraries,http://www.wikidata.org/wiki/Q124516100,,,ilcajs_b1f5_0001,ilcajs_b1f5,O.,O.,,,,,,,,,,,,,,http://leeser.library.upenn.edu/documentDisplay.php?id=LSDCBx1FF5_1,London,Q84,London,7011781,51.50853,-0.12574,Philadelphia,39.95233,-75.16379,Isaac Leeser,Isaac Leeser,,,Letter. 4 page(s).,English,,,,,,,,ilcajs_b1f5_0001_1r.jpg|ilcajs_b1f5_0001_1v.jpg|ilcajs_b1f5_0001_2r.jpg|ilcajs_b1f5_0001_2v.jpg,sceti\current_projects\Leeser\ilcajs_b1f5\ilcajs_b1f5_0001_1r.tif|sceti\current_projects\Leeser\ilcajs_b1f5\ilcajs_b1f5_0001_1v.tif|sceti\current_projects\Leeser\ilcajs_b1f5\ilcajs_b1f5_0001_2r.tif|sceti\current_projects\Leeser\ilcajs_b1f5\ilcajs_b1f5_0001_2v.tif,
LSKAP20-774,,Ladies' Fair|Fundraisers|Philadelphia,Ladies' Fair,Ladies' Fair,"Letter from E. Wolff to Isaac Leeser. Wolff sends Leeser a complimentary ticket for a ladies fair to be held from December 23 to 31, 1856, and asks for contributions from Leeser's friends.  The letter refers to an article in *The Occident*, Volume 14, No. 10, page 502.",https://raw.githubusercontent.com/judaicadh/leeser/main/TEI/LSKAP20-774.xml,,,"Letter from E. Wolff to Isaac Leeser;December 15, 1856","Letter to Isaac Leeser from Wolff, E.;December 15, 1856",Letter,י״ח בְּכִסְלֵו תרי״ז,,1856-12-15,-3567369600,"December 15, 1856",,,,Arnold and Deanne Kaplan Isaac Leeser Collection,http://www.wikidata.org/wiki/Q124370244,,True,leeser_20_774,,E. Wolff,"Wolff, E.",,,,,,,,,,,,,,http://leeser.library.upenn.edu/documentDisplay.php?id=LSKAP20-774,Philadelphia,Q1345,Philadelphia,7014406,39.95233,-75.16379,Philadelphia,39.95233,-75.16379,Isaac Leeser,Isaac Leeser,,,Letter. 1 page(s) on 1 sheet(s).,English,English,,,,,,,leeser_20_774_001.jpg,,
LSDCBx2FF8_7,Request to Publish Advertisement for Sydney Minister,Sydney Hebrew Congregation|Jewish Chronicle|Occident,Sydney Hebrew Congregation,Sydney Hebrew Congregation,"Letter from G. L. Lyon, secretary of the London Committee for the Appointment of a Minister to the Sydney Hebrew Congregation, to Isaac Leeser, editor of the Occident. Lyon requests Leeser to publish an advertisement for a minister in the Occident and to send two copies of the issue containing the advertisement, along with the bill.",https://raw.githubusercontent.com/judaicadh/leeser/main/TEI/LSDCBx2FF8_7.xml,ark:/81431/p3x34nb9m,"https://iiif-images.library.upenn.edu/iiif/2/b3406e22-a993-4e82-8223-1eb58cd1b625%2Faccess/full/!600,600/0/default.jpg","Letter from G. L. Lyon to Isaac Leeser;August 29, 1861","Letter to Isaac Leeser from Lyon, G. L.;August 29, 1861",Letter,כ״ג בֶּאֱלוּל תרכ״א,,1861-08-29,-3418934400,"August 29, 1861",https://colenda.library.upenn.edu/items/ark:/81431/p3x34nb9m/manifest,https://colenda.library.upenn.edu/catalog/81431-p3x34nb9m,ark:/81431/p3x34nb9m,The Dropsie College Isaac Leeser Collection at the Penn Libraries,http://www.wikidata.org/wiki/Q124516100,,,ilcajs_b2f8_0007,,G. L. Lyon,"Lyon, G. L.",,,,,,,,,,,,,,http://leeser.library.upenn.edu/documentDisplay.php?id=LSDCBx2FF8_7,London,Q84,London,7011781,51.50853,-0.12574,Philadelphia,39.95233,-75.16379,Isaac Leeser,Isaac Leeser,,,Letter. 2 page(s) on 1 sheet(s).,English,English,,,,,,,ilcajs_b2f8_0007_1r.jpg|ilcajs_b2f8_0007_1v.jpg,,
LSKAP0146,"Letter from L. H. Levingston to Isaac Leeser, May 25, 1860",Bible translations|Dias letters|The Occident,Bible--Versions,Bible translations,"Letter from L. H. Levingston of Bethania, North Carolina, to Isaac Leeser in Philadelphia, Pennsylvania. Levingston apologizes for a delayed payment for Leeser's Bible translation, Catechism, and Dias' letters. He encloses a ten-dollar bill and comments on his initial impressions of the Bible translation, expressing hope for clearer explanations of certain prophecies.  He also mentions returning a book, Kol Yaakov, and requests a missing issue of *The Occident*. The letter is written in a somewhat informal style, with Levingston acknowledging his less-than-perfect English and limited time.",https://raw.githubusercontent.com/judaicadh/leeser/main/TEI/LSKAP0146.xml,ark:/81431/p3377608b,"https://iiif-images.library.upenn.edu/iiif/2/853a25dc-133b-444b-9e61-e5f33d365837%2Faccess/full/!600,600/0/default.jpg","Letter from L. H. Levingston to Isaac Leeser;May 25, 1860","Letter to Isaac Leeser from Levingston, L. H.;May 25, 1860",Letter,ד׳ בְּסִיוָן תר״כ,,1860-05-25,-3458764800,"May 25, 1860",https://colenda.library.upenn.edu/items/ark:/81431/p3377608b/manifest,https://colenda.library.upenn.edu/catalog/81431-p3377608b,ark:/81431/p3377608b,Arnold and Deanne Kaplan Isaac Leeser Collection,http://www.wikidata.org/wiki/Q124370244,,,LSKAP0146,,L. H. Levingston,"Levingston, L. H.",,,,,,,,,,,,,,http://leeser.library.upenn.edu/documentDisplay.php?id=LSKAP0146,Bethania,Q831168,Bethania,,36.18236,-80.33811,Philadelphia,39.95233,-75.16379,Isaac Leeser,Isaac Leeser,,,Letter. 2 page(s) on 1 sheet(s).,English,English,,,,,,,LSKAP0146_1r.jpg|LSKAP0146_1v.jpg,,
LSDCBx2FF4_32,Inquiry Regarding the Legality of Performing a Marriage for a Civily Divorced Man,Marriage|Jewish law|Divorce,Marriage,marriage,Letter from Julius Weil to Isaac Leeser asking whether he may perform the wedding of a man who is divorced according to the laws of the United States but not yet according to Jewish ritual.  The letter is written in German.,https://raw.githubusercontent.com/judaicadh/leeser/main/TEI/LSDCBx2FF4_32.xml,ark:/81431/p31r6nm22,"https://iiif-images.library.upenn.edu/iiif/2/ea4d926c-0a1f-4027-8eb3-b3455e4bb820%2Faccess/full/!600,600/0/default.jpg","Letter from Julius Weil to Isaac Leeser;April 24, 1857","Letter to Isaac Leeser from Weil, Julius;April 24, 1857",Letter,ל׳ בְּנִיסָן תרי״ז,,1857-04-24,-3556137600,"April 24, 1857",https://colenda.library.upenn.edu/items/ark:/81431/p31r6nm22/manifest,https://colenda.library.upenn.edu/catalog/81431-p31r6nm22,ark:/81431/p31r6nm22,The Dropsie College Isaac Leeser Collection at the Penn Libraries,http://www.wikidata.org/wiki/Q124516100,,,ilcajs_b2f4_0031,,Julius Weil,"Weil, Julius",,,,,,,,,,,,,,http://leeser.library.upenn.edu/documentDisplay.php?id=LSDCBx2FF4_32,Lancaster,Q320514,Lancaster,,40.03788,-76.30551,Philadelphia,39.95233,-75.16379,Isaac Leeser,Isaac Leeser,,,Letter. 1 page(s) on 1 sheet(s).,German,German,,,,,,,,,
LSDCBx3FF14_66,"Envelope from Sir Moses Montefiore to Isaac Leeser, March 24, 1858","Wax seals|Inscriptions|Philadelphia, PA",Wax seals,Wax seals,"Envelope addressed to Rev. Isaac Leeser in Philadelphia, PA.  The address includes the notation ""Philadelphia, America."" The reverse side indicates that the inside is blank except for the inside flap. The inside flap contains the inscription ""with Sir Moses Montefiore Es Complts / with Sir Moses Montefiore's Com"". There is also an upside down inscription of ""Blützen"" at the bottom of the envelope and a wax seal.",https://raw.githubusercontent.com/judaicadh/leeser/main/TEI/LSDCBx3FF14_66.xml,ark:/81431/p3wd3qh93,"https://iiif-images.library.upenn.edu/iiif/2/6e9f7cea-a50f-4d73-8639-a8a333495d78%2Faccess/full/!600,600/0/default.jpg","Envelope to Isaac Leeser from Sir Moses Montefiore;March 24, 1858","Envelope to Isaac Leeser from Sir Moses Montefiore;March 24, 1858",Envelope,ט׳ בְּנִיסָן תרי״ח,,1858-03-24,-3527280000,"March 24, 1858",https://colenda.library.upenn.edu/items/ark:/81431/p3wd3qh93/manifest,https://colenda.library.upenn.edu/catalog/81431-p3wd3qh93,ark:/81431/p3wd3qh93,The Dropsie College Isaac Leeser Collection at the Penn Libraries,http://www.wikidata.org/wiki/Q124516100,,,ilcajs_b3f14_wk1_body0120,,Sir Moses Montefiore,Moses Montefiore,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q733118,http://leeser.library.upenn.edu/documentDisplay.php?id=LSDCBx3FF14_66,Land of Israel,Q155321,Land of Israel,,,,Philadelphia,,,Isaac Leeser,Isaac Leeser,,,Envelope. 1 page(s).,English,,,,,,,,ilcajs_b3f14_wk1_body0120.jpg|ilcajs_b3f14_wk1_body0121.jpg,,
LSDCBx1FF4_11,"Letter of Introduction: Elias Mayer to Isaac Leeser, July 31, 1847","Cincinnati, Ohio|Philadelphia, Pennsylvania|Personal Introductions","Cincinnati, Ohio","Cincinnati, Ohio","Letter from Elias Mayer of Cincinnati, Ohio to Reverend Isaac Leeser in Philadelphia, Pennsylvania. Mayer introduces a friend, Lindo Esqr., of Cincinnati.  The letter is written on two pages of a single sheet of paper and includes a wax seal.",https://raw.githubusercontent.com/judaicadh/leeser/main/TEI/LSDCBx1FF4_11.xml,ark:/81431/p38c9rt5z,"https://iiif-images.library.upenn.edu/iiif/2/056ff3a7-e325-45b4-bce9-850e7f7785d5%2Faccess/full/!600,600/0/default.jpg","Letter from Elias Mayer to Isaac Leeser;July 31, 1847","Letter to Isaac Leeser from Mayer, Elias;July 31, 1847",Letter,י״ח בְּאָב תר״ז,,1847-07-31,-3863289600,"July 31, 1847",https://colenda.library.upenn.edu/items/ark:/81431/p38c9rt5z/manifest,https://colenda.library.upenn.edu/catalog/81431-p38c9rt5z,ark:/81431/p38c9rt5z,The Dropsie College Isaac Leeser Collection at the Penn Libraries,http://www.wikidata.org/wiki/Q124516100,,,ilcajs_b1f4_0012,ilcajs_b1f4,Elias Mayer,"Mayer, Elias",,,,,,,,,,,,,,http://leeser.library.upenn.edu/documentDisplay.php?id=LSDCBx1FF4_11,Cincinnati,Q43196,Cincinnati,7013604,39.12711,-84.51439,Philadelphia,39.95233,-75.16379,Isaac Leeser,Isaac Leeser,,,Letter. 2 page(s).,English,,,,,,,,ilcajs_b1f4_0012_1r.jpg|ilcajs_b1f4_0012_2v.jpg,sceti\current_projects\Leeser\ilcajs_b1f4\ilcajs_b1f4_0012_1r.tif|sceti\current_projects\Leeser\ilcajs_b1f4\ilcajs_b1f4_0012_2v.tif,
LSDCBx1FF8_32,"Letter from Benjamin Franklin Peixotto to Isaac Leeser Regarding Jewish Periodicals, April 13, 1851",Jewish periodicals|Jewish journalism|American Jewish community,Jewish periodicals,Jewish periodicals,"Letter from Benjamin Franklin Peixotto to Isaac Leeser discussing the establishment of a Jewish weekly journal in New York or Philadelphia. Peixotto mentions receiving two new Jewish journals, one from New York and another from San Francisco, neither of which he considers satisfactory. He expresses his belief in the potential success of a high-quality journal and contemplates his own involvement if he achieves financial independence.  The letter also references the ""Advocate"", suggesting an existing periodical he had hoped would fill this need.",https://raw.githubusercontent.com/judaicadh/leeser/main/TEI/LSDCBx1FF8_32.xml,ark:/81431/p3jw8772z,"https://iiif-images.library.upenn.edu/iiif/2/4a69799a-c9eb-4e0f-9a78-9fc61f22e89c%2Faccess/full/!600,600/0/default.jpg","Letter from Benjamin Franklin Peixotto to Isaac Leeser;April 13, 1851","Letter to Isaac Leeser from Peixotto, Benjamin Franklin;April 13, 1851",Letter,י״א בְּנִיסָן תרי״א,13 April 5617,1851-04-13,-3746476800,"April 13, 1851",https://colenda.library.upenn.edu/items/ark:/81431/p3jw8772z/manifest,https://colenda.library.upenn.edu/catalog/81431-p3jw8772z,ark:/81431/p3jw8772z,The Dropsie College Isaac Leeser Collection at the Penn Libraries,http://www.wikidata.org/wiki/Q124516100,,,ilcajs_b1f8_0026,,Benjamin Franklin Peixotto,Benjamin Franklin Peixotto,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q16130796,http://leeser.library.upenn.edu/documentDisplay.php?id=LSDCBx1FF8_32,Cleveland,Q37320,Cleveland,7013608,41.4995,-81.69541,Philadelphia,39.95233,-75.16379,Isaac Leeser,Isaac Leeser,,,Letter. 2 page(s).,English,English,,,,,,,ilcajs_b1f8_0026_1r.jpg|ilcajs_b1f8_0026_1v.jpg,,
LSDCBx3FF1_18,"Letter from P. Newman, Secretary of the Hebrew Congregation Shangrai Chesed, New Orleans, to the Editor of the Occident, Philadelphia, March 20, 1866",Hebrew Congregation Shangrai Chesed|Occident (Philadelphia)|New Orleans,Hebrew Congregation Shangrai Chesed,Hebrew Congregation Shangrai Chesed,"Letter from P. Newman, Secretary of the Hebrew Congregation Shangrai Chesed in New Orleans, to the editor of the Occident in Philadelphia.  Newman requests that the enclosed material be inserted in the monthly columns and that the bill be sent to him.",https://raw.githubusercontent.com/judaicadh/leeser/main/TEI/LSDCBx3FF1_18.xml,ark:/81431/p3c824x2n,"https://iiif-images.library.upenn.edu/iiif/2/d3b9c56a-5d98-4b4e-8ab5-d64cbe13d35a%2Faccess/full/!600,600/0/default.jpg","Letter from P. Newman and Hebrew Congregation Shangrai Chesed to Isaac Leeser;March 20, 1866","Letter to Isaac Leeser from Newman, P.|Hebrew Congregation Shangrai Chesed;March 20, 1866",Letter,ד׳ בְּנִיסָן תרכ״ו,,1866-03-20,-3275164800,"March 20, 1866",https://colenda.library.upenn.edu/items/ark:/81431/p3c824x2n/manifest,https://colenda.library.upenn.edu/catalog/81431-p3c824x2n,ark:/81431/p3c824x2n,The Dropsie College Isaac Leeser Collection at the Penn Libraries,http://www.wikidata.org/wiki/Q124516100,,,ilcajs_b3f1_0018,,P. Newman|Hebrew Congregation Shangrai Chesed,"Newman, P.",Shangarai Chasset,,,,,,,,,,,,,http://leeser.library.upenn.edu/documentDisplay.php?id=LSDCBx3FF1_18,New Orleans,Q34404,New Orleans,7014214,29.95465,-90.07507,Philadelphia,39.95233,-75.16379,Isaac Leeser,Isaac Leeser,,,Letter. 1 page(s) on 1 sheet(s).,English,English,,,,,,,,,
